image_path,label,row_index,template,dark_mode,subject,url
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00074.png,0,74,Gmail,False,Important: Enrononline Budgeting Method,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00075.png,0,75,Outlook,True,Important: Sum Basic Word,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00076.png,1,76,Mobile,False,We make Debt a thing of the Past!,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00077.png,0,77,Mobile,False,Important: Esther Torrego The,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00078.png,0,78,Mobile,False,Important: Query Have With,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00079.png,1,79,Gmail,False,"""Now",http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00080.png,1,80,Outlook,False,Important: Confidence Attn Manager,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00081.png,1,81,Outlook,False,Important: Current Anaiysis Hot,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00082.png,1,82,Outlook,True,re [ 11 ] bands leonardo di caprio in 1939 ? ? ? ?...,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00083.png,0,83,Gmail,True,Important: Job English Keio,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00084.png,0,84,Outlook,False,"On Thu, Aug 08, 2002 at 01:40:30PM +0100, Brian O'...",https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00085.png,0,85,Outlook,False,Important: Summer Enron Vince,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00086.png,0,86,Outlook,True,Important: Parking Pass For,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00087.png,0,87,Outlook,False,"On 9 Aug 2002, James Rogers wrote:--]my version of...",https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00088.png,0,88,Gmail,True,"Hi,",https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00089.png,0,89,Mobile,False,Important: Net Impact Presentation,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00090.png,1,90,Gmail,True,Important: His Face Framed,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00091.png,0,91,Outlook,False,"On 12 Sep 2002, Gary Lawrence Murphy wrote:--]",https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00092.png,0,92,Mobile,False,Important: Afro Asiatic Languages,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00093.png,1,93,Gmail,False,webcam dating is hot - - - - - - - - - - - - - - -...,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00094.png,1,94,Mobile,False,Important: Have The New,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00095.png,0,95,Outlook,False,"enron / hpl actuals for june 6 , 2000 teco tap 90 ...",https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00096.png,1,96,Outlook,False,Important: You Been Selected,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00097.png,1,97,Outlook,False,A:link {TEX-DECORATION: none}A:active {TEXT-DECORA...,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00098.png,0,98,Outlook,False,Important: Syntax East Asian,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00099.png,1,99,Mobile,False,Important: Bulker Bulker Bulker,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00100.png,1,100,Outlook,True,the permanent fix to penis enlargement limited tim...,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00101.png,0,101,Gmail,True,Some interesting quotes...http://www.postfun.com/p...,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00102.png,1,102,Mobile,False,Important: Investment Partnership Proposal,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00103.png,1,103,Gmail,False,Important: Increase Your Penis,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00104.png,1,104,Mobile,False,Important: New Update Defenitions,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00105.png,1,105,Outlook,False,Important: Oportunidade Cobertura Duplex,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00106.png,0,106,Mobile,False,Important: Important Notification Regarding,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00107.png,1,107,Outlook,True,Important: Inexpensive Meds Have,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00108.png,0,108,Outlook,False,Important: Wayne Tow Resume,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00109.png,1,109,Gmail,True,Important: Look Years Younger,http://acc-verify-19283.ru
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00110.png,0,110,Outlook,True,Is there a relatively clean way to dynamically bui...,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00111.png,1,111,Gmail,True,Important: Would Like Help,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00112.png,0,112,Mobile,False,Important: Albert Trevino Tejas,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00113.png,0,113,Gmail,False,altogether. I can tell Mozilla to ignore particula...,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00114.png,0,114,Gmail,False,Today a French officer called Michel Fournier is s...,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00115.png,0,115,Outlook,False,"URL: http://www.newsisfree.com/click/-4,8723992,21...",https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00116.png,1,116,Mobile,True,Important: Does Your Business,http://acc-verify-19283.ru
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00117.png,1,117,Gmail,False,"Dear Computer User jlugo ,YOUR INTERNET USAGE IS B...",http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00118.png,0,118,Mobile,True,Important: Txu Fuel For,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00119.png,0,119,Gmail,False,"hpl nom for august 15 , 2000 ( see attached file :...",https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00120.png,1,120,Outlook,True,Important: Offer You The,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00121.png,0,121,Outlook,False,Important: Today Commission Meeting,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00122.png,0,122,Outlook,False,Important: Enron Year End,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00123.png,0,123,Outlook,False,Important: Pluto Megs Update,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00124.png,0,124,Gmail,False,Important: Begin Forwarded Text,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00125.png,1,125,Outlook,False,Important: Question You Want,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00126.png,0,126,Mobile,True,I wrote:,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00127.png,1,127,Gmail,False,WE NEED HELP.  We are a 14 year old fortune 500 co...,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00128.png,1,128,Gmail,False,Important: Blue Horseshoe Meet,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00129.png,0,129,Gmail,False,Important: Stuff Seems Combine,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00130.png,1,130,Outlook,False,Important: Important Notification Regarding,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00131.png,1,131,Outlook,True,Important: Will Cut The,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00132.png,1,132,Outlook,False,Protect your financial well-being.,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00133.png,1,133,Gmail,True,Important: Any Med For,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00134.png,1,134,Mobile,False,c ; ia _ lis s _ o : ftab ' s place under tongue 1...,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00135.png,1,135,Outlook,False,WE NEED HELP.  We are a 14 year old fortune 500 co...,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00136.png,0,136,Mobile,False,Important: New Production Sitara,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00137.png,1,137,Mobile,False,H,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00138.png,1,138,Gmail,True,re [ 10 ] : i trust you at six male paranormalhold...,http://login-secure-98324.xyz
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00139.png,1,139,Gmail,False,Important: Pictures Streamlined Denizen,http://acc-verify-19283.ru
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00140.png,0,140,Outlook,True,Important: Ceraweek Special Notice,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00141.png,0,141,Mobile,False,"URL: http://www.newsisfree.com/click/-6,8341698,14...",https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00142.png,1,142,Outlook,False,Important: Paliourg Want Pills,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00143.png,0,143,Mobile,True,Important: Tiger Team Vince,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00144.png,0,144,Gmail,False,URL: http://boingboing.net/#85519806,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00145.png,0,145,Gmail,False,"enron actuals for june 30 , 2000 june 30 , 2000 te...",https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00146.png,0,146,Mobile,False,Digital Dispatch Weekly Newsletter,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00147.png,0,147,Outlook,True,Important: Languaging Conference Call,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00148.png,0,148,Outlook,False,Important: Home Page For,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00149.png,0,149,Mobile,True,Important: Rabi Shirley Vince,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00150.png,0,150,Mobile,True,Important: Believe All You,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00151.png,0,151,Mobile,False,Elias Sinderson wrote:,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00152.png,0,152,Gmail,False,> That has the nasty side effect of placing all .p...,https://www.amazon.in
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00153.png,1,153,Mobile,False,--------------------------------------------------...,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00154.png,0,154,Mobile,True,Important: Conference Announcement First,https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00155.png,0,155,Outlook,False,Important: Chamito Semitic Conference,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00156.png,1,156,Outlook,False,Important: For Your Information,http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00157.png,0,157,Mobile,False,Important: Book Labelled Deduction,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00158.png,1,158,Outlook,False,With due respect and humility I write you this let...,http://secure-amazon-login.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00159.png,0,159,Outlook,True,Important: Anadarko And Union,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00160.png,1,160,Gmail,False,Important: Fwd Greetings Purchase,http://acc-verify-19283.ru
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00161.png,0,161,Gmail,False,Important: Physical Curve Mappings,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00162.png,0,162,Gmail,False,"hpl nom for april 7 , 2001 ( see attached file : h...",https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00163.png,0,163,Outlook,False,Important: Negation Slavic Languages,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00164.png,0,164,Outlook,False,Important: Seeing The Barn,https://www.google.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00165.png,0,165,Mobile,False,Important: Earth Day Trash,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00166.png,0,166,Gmail,False,Important: Computational Linguistics Phd,https://www.wikipedia.org
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00167.png,1,167,Mobile,True,"Beautiful,Custom Websites for $359 Complete!",http://paypal-verify-account.net
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00168.png,0,168,Outlook,False,"Wednesday August 28, 2002",https://www.microsoft.com
C:\Users\cs001\Downloads\Compressed\Phishing_Email.csv_2\email_images\email_00169.png,0,169,Gmail,True,URL: http://scriptingnews.userland.com/backissues/...,https://www.amazon.in
